,Unnamed: 0,Geographic Identifier - FIPS Code,Name,State,Area of Land (square meters),Area of Water (square meters),Average Household Size,Total Population,Population Density (people per square kilometer),Percent of Population with No Health Insurance Coverage,Households: Receiving Food Stamps/SNAP (%),Households: Income Below Poverty Level (%),Lat,Long_,Percentage of people whose income in the past 12 months is below the poverty level,Confirmed,Deaths,Case density (Per 100000),Death density (Per 100000),Death Rate (%)
30,30,1061,Geneva County,Alabama,1487897666,11578163,2.5,26491,17.80431585,12.6,17.2,21.4,31.09389027,-85.83572839,22,192,0,724.7744517,0,0
31,31,1063,Greene County,Alabama,1675782061,33416141,2.83,8426,5.028100131,12.8,38.9,34.5,32.85504247,-87.95684022,38.1,235,11,2788.98647,130.5483029,4.680851064
32,32,1065,Hale County,Alabama,1667907112,32423361,2.6,14887,8.925557001,9.5,25.5,26.4,32.76039258,-87.63284988,24.2,429,23,2881.708874,154.4972123,5.361305361
33,33,1067,Henry County,Alabama,1454926621,16986823,2.52,17124,11.76966574,9.8,16.6,16.4,31.51148016,-85.24267944,13.8,223,3,1302.265826,17.5192712,1.34529148
34,34,1069,Houston County,Alabama,1501854593,4683050,2.63,104352,69.48209266,10.5,14,17.3,31.15197924,-85.29939599,18.2,1139,11,1091.498007,10.54124502,0.965759438
35,35,1071,Jackson County,Alabama,2791974056,126334709,2.49,52094,18.65848284,9.5,13.1,18.4,34.78144169,-85.99750489,18.6,655,3,1257.342496,5.758820594,0.458015267
36,36,1073,Jefferson County,Alabama,2878465205,32885044,2.47,659892,229.2513381,9.2,14,16.1,33.55554728,-86.895063,16,10420,203,1579.046268,30.76260964,1.948176583
37,37,1075,Lamar County,Alabama,1566544637,1600679,2.3,13933,8.894097028,10.6,18.1,19.8,33.77995024,-88.09668032,20.6,167,1,1198.593268,7.177205196,0.598802395
38,38,1077,Lauderdale County,Alabama,1730146083,133608930,2.35,92585,53.51282236,9,12,16.4,34.90171875,-87.65624729,14.6,918,9,991.5213047,9.720797105,0.980392157
39,39,1079,Lawrence County,Alabama,1788864247,68682382,2.57,33171,18.54305046,9.1,16.5,17.5,34.52041498,-87.31069453,18,254,0,765.7291007,0,0
40,40,1081,Lee County,Alabama,1573548952,21492291,2.58,159287,101.2278644,7.8,10.8,21.1,32.60154883,-85.35132246,19.6,2286,40,1435.145367,25.11190493,1.749781277
41,41,1083,Limestone County,Alabama,1450277885,122329729,2.81,93052,64.16149688,9.6,10,13.1,34.81185586,-86.98310072,13.6,1031,10,1107.982633,10.74667928,0.969932105
42,42,1085,Lowndes County,Alabama,1854201378,23721835,2.43,10236,5.520435979,8.8,33.5,28.5,32.1597283,-86.65158371,26.8,538,24,5255.959359,234.4665885,4.460966543
43,43,1087,Macon County,Alabama,1576855717,11345392,2.19,19054,12.08354055,7.5,23.3,25.5,32.38759944,-85.69267724,24.4,291,12,1527.238375,62.97890207,4.12371134
44,44,1089,Madison County,Alabama,2076091216,28831382,2.4,357560,172.2275,8.3,10.1,12.5,34.76327133,-86.55069633,12.5,4332,21,1211.544916,5.873140172,0.484764543
45,45,1091,Marengo County,Alabama,2530140238,14966620,2.48,19538,7.722101608,8.8,21.4,26.7,32.24767634,-87.78796182,21.9,484,13,2477.223871,66.53700481,2.685950413
46,46,1093,Marion County,Alabama,1922656563,3184076,2.41,29965,15.58520673,8.7,15.8,19.6,34.13697363,-87.88704173,17.5,484,24,1615.217754,80.09344235,4.958677686
47,47,1095,Marshall County,Alabama,1465531860,148495464,2.7,95145,64.92182299,12.3,13.7,17.7,34.36975964,-86.30486727,20.3,2705,26,2843.029061,27.32671186,0.961182994
48,48,1097,Mobile County,Alabama,3184053031,1074031983,2.6,414659,130.2299289,11.2,16.6,18.1,30.78472347,-88.20842409,18.8,7361,176,1775.193593,42.44451465,2.390979486
49,49,1099,Monroe County,Alabama,2656469661,22609681,2.61,21512,8.097965626,11.4,16.1,33.6,31.56729412,-87.36995001,27.9,362,3,1682.781703,13.94570472,0.828729282
50,50,1101,Montgomery County,Alabama,2033918497,37844005,2.45,226941,111.5782173,10,18.6,17.8,32.2206831,-86.20969272,19.4,5768,138,2541.629763,60.80875646,2.392510402
51,51,1103,Morgan County,Alabama,1500612908,50921199,2.57,119122,79.38223066,9.6,12.6,15,34.45500589,-86.85475946,14.6,1973,13,1656.285153,10.91318144,0.658895084
52,52,1105,Perry County,Alabama,1863900621,10937769,2.82,9486,5.089327131,9.3,35.1,33.4,32.64048341,-87.29770589,30.8,387,3,4079.696395,31.62555345,0.775193798
53,53,1107,Pickens County,Alabama,2282893837,22521210,2.49,20298,8.891346444,9.1,14.7,22,33.28094866,-88.08818103,22.7,338,9,1665.188689,44.33934378,2.662721893
54,54,1109,Pike County,Alabama,1740647518,2336975,2.73,33403,19.18998514,9.7,15.3,25.8,31.80396383,-85.9408295,24.4,603,7,1805.227075,20.95620154,1.160862355
55,55,1111,Randolph County,Alabama,1503615935,9285419,2.56,22574,15.0131423,9.1,15.4,17.4,33.29526734,-85.45708831,16.9,367,10,1625.764153,44.29875078,2.72479564
56,56,1113,Russell County,Alabama,1660577613,15641643,2.53,58213,35.05587426,11.5,18.8,19.9,32.28725256,-85.18415324,20.7,1081,1,1856.973528,1.717829351,0.092506938
57,57,1115,St. Clair County,Alabama,1635844944,56400695,2.65,87306,53.370584,8.5,9.8,12.1,33.71902176,-86.31029372,12.2,1015,9,1162.577601,10.30856986,0.886699507
58,58,1117,Shelby County,Alabama,2034112797,62537787,2.66,211261,103.8590388,6.2,5.4,8,33.26879845,-86.66232561,7.5,2684,29,1270.46639,13.72709587,1.0804769
59,59,1119,Sumter County,Alabama,2340898915,24634883,2.4,12985,5.547014404,12.5,27.5,35.9,32.59117397,-88.19916205,31.8,348,15,2680.015402,115.5179053,4.310344828
60,60,1121,Talladega County,Alabama,1908256939,60926366,2.46,80565,42.21915736,9.3,16.5,19.5,33.37823223,-86.16886178,19.1,748,9,928.4428722,11.17110408,1.203208556
61,61,1123,Tallapoosa County,Alabama,1855782851,128806123,2.43,40636,21.89695846,8.2,19.6,18.2,32.86698258,-85.79833053,18.9,769,78,1892.41067,191.9480264,10.14304291
62,62,1125,Tuscaloosa County,Alabama,3421009204,78715350,2.71,206213,60.27841134,7.2,10.3,16.5,33.28726072,-87.52556818,17.7,3636,58,1763.225403,28.1262578,1.595159516
63,63,1127,Walker County,Alabama,2048686080,36754696,2.54,64493,31.4801768,11.8,15.6,17.4,33.80270512,-87.30027177,18.1,1398,57,2167.677112,88.38168483,4.077253219
64,64,1129,Washington County,Alabama,2797720360,21652733,2.75,16643,5.948771806,9.4,16.1,20.8,31.4092794,-88.20689944,21.1,278,10,1670.371928,60.08532116,3.597122302
65,65,1131,Wilcox County,Alabama,2301075082,49057525,2.77,10809,4.69736954,10.9,25.4,29.7,31.98773215,-87.30891118,30.1,385,9,3561.846609,83.26394671,2.337662338
66,66,1133,Winston County,Alabama,1587608920,48922726,2.5,23875,15.03833828,12.3,14.7,19.1,34.15030532,-87.37325922,17.6,387,10,1620.942408,41.88481675,2.583979328
67,67,2013,Aleutians East Borough,Alaska,18091255385,20800268276,2.6,3425,0.189317984,46.3,13,13,55.32222414,-161.9722021,13.8,1,0,29.19708029,0,0
68,68,2016,Aleutians West Census Area,Alaska,11375510886,25186009907,3.72,5750,0.505471803,17.5,6.6,5.5,52.3233,-174.1596,6.8,4,0,69.56521739,0,0
69,69,2020,Anchorage Municipality,Alaska,4419562836,615500204,2.71,296112,67.00029188,11.2,8.8,7.6,61.14998174,-149.1426986,9,1402,9,473.469498,3.039390501,0.641940086
70,70,2050,Bethel Census Area,Alaska,1.05E+11,12768645652,3.77,18040,0.171435929,20.3,38.8,24.6,60.90980451,-159.8561831,28.3,18,0,99.77827051,0,0
71,71,2060,Bristol Bay Borough,Alaska,1248324005,949768219,2.45,890,0.712955928,20.5,6.7,5.4,58.74513976,-156.701064,7.2,6,0,674.1573034,0,0
72,72,2068,Denali Borough,Alaska,32729577065,66105677,2.29,2232,0.068195198,18.5,4.6,8,63.67264044,-150.0076108,16.3,1,0,44.80286738,0,0
73,73,2070,Dillingham Census Area,Alaska,47478023796,5950680491,3.25,4975,0.104785322,20.9,28.2,17.6,59.79603738,-158.2381942,17.2,1,0,20.10050251,0,0
74,74,2090,Fairbanks North Star Borough,Alaska,18983364355,273047179,2.61,99653,5.249490983,9.8,6.7,7.3,64.80726247,-146.5692662,8,372,4,373.2953348,4.013928331,1.075268817
75,75,2100,Haines Borough,Alaska,6059513753,1051059522,2.41,2518,0.415544894,13.4,5.8,9.2,59.09893571,-135.4679843,11.3,4,0,158.8562351,0,0
76,76,2105,Hoonah-Angoon Census Area,Alaska,16981566503,7801359160,2.47,2132,0.125547899,24.7,15.7,10.9,58.29307365,-135.6424424,10.3,0,0,0,0,
77,77,2110,Juneau City and Borough,Alaska,7002973758,1426663852,2.53,32330,4.616610188,10.5,8.2,6.9,58.45031811,-134.200436,7.7,78,2,241.2619858,6.186204763,2.564102564
78,78,2122,Kenai Peninsula Borough,Alaska,41500185165,22525337842,2.6,58220,1.402885307,16,9.7,11.3,60.24429722,-151.5388884,12.1,276,2,474.0638956,3.43524562,0.724637681
79,79,2130,Ketchikan Gateway Borough,Alaska,12579243763,4651750442,2.54,13804,1.097363264,11.4,14.3,8.2,55.57445008,-130.975561,9.6,33,0,239.0611417,0,0
80,80,2150,Kodiak Island Borough,Alaska,17133720200,14166823224,3.05,13649,0.796616254,17.2,7.1,9.5,57.65529415,-153.7493579,7.8,5,0,36.63272035,0,0
81,81,2158,Kusilvak Census Area,Alaska,44221226622,6694349084,4.69,8198,0.185386083,19.9,59.2,37.6,62.1542916,-163.3967883,39,4,0,48.79238839,0,0
82,82,2164,Lake and Peninsula Borough,Alaska,61893966490,25992281749,2.99,1375,0.022215413,33.4,28.3,16.6,58.62403337,-156.2140589,16.5,0,0,0,0,
83,83,2170,Matanuska-Susitna Borough,Alaska,64008421559,1456871464,3.29,103464,1.616412301,14.8,10.2,10.7,62.31305045,-149.5741743,10.3,235,2,227.1321426,1.933039511,0.85106383
84,84,2180,Nome Census Area,Alaska,59497122355,13774270048,3.27,9925,0.16681479,20.7,32.1,19.7,64.90320724,-164.0353804,21.5,17,0,171.2846348,0,0
85,85,2185,North Slope Borough,Alaska,2.3E+11,15549060273,3.38,9797,0.042585631,18.6,16.6,11.5,69.31479216,-153.4836093,10.1,11,0,112.2792692,0,0
86,86,2188,Northwest Arctic Borough,Alaska,92329079390,12875662550,3.97,7734,0.083765592,25.7,33.3,22.1,67.04919196,-159.7503946,26.1,19,0,245.6684769,0,0
87,87,2195,Petersburg Borough,Alaska,7512557785,2385954337,2.72,3255,0.433274538,9.6,12.4,5.6,57.13978948,-132.9540995,5.7,6,1,184.3317972,30.72196621,16.66666667
88,88,2198,Prince of Wales-Hyder Census Area,Alaska,13630515350,14624992705,2.7,6474,0.4749637,24.7,18,16.2,55.76261984,-133.0511621,17.3,4,0,61.78560395,0,0
89,89,2220,Sitka City and Borough,Alaska,7433305216,5037858065,2.37,8738,1.175520142,16.3,7.4,8.3,57.24124555,-135.3206587,8.7,21,0,240.3295949,0,0
90,90,2230,Skagway Municipality,Alaska,1123881121,28784118,2.28,1061,0.944050025,18.2,3.5,4.3,59.56149996,-135.3337748,6.4,0,0,0,0,
91,91,2240,Southeast Fairbanks Census Area,Alaska,64290686975,751965527,3.03,6876,0.106951727,17.1,8.5,10.6,63.87692095,-143.2127643,10.9,13,0,189.063409,0,0
92,92,2261,Valdez-Cordova Census Area,Alaska,88634324631,15756537958,2.93,9301,0.104936773,19.2,4.2,7.7,61.47502768,-144.7126799,7.8,41,0,440.8128158,0,0
93,93,2275,Wrangell City and Borough,Alaska,6619997013,2384375232,2.26,2484,0.375226755,18.8,15.5,5.7,56.3202004,-132.0583731,7.8,5,0,201.2882448,0,0
94,94,2282,Yakutat City and Borough,Alaska,19744199346,3986129001,2.69,689,0.034896325,23.7,10,3.7,59.8909808,-140.3601451,7.4,4,0,580.5515239,0,0
95,95,2290,Yukon-Koyukuk Census Area,Alaska,3.77E+11,5949465694,2.68,5415,0.014362075,27.1,32.3,27.4,65.50815459,-151.3907387,25.4,42,1,775.6232687,18.46722068,2.380952381
96,96,4001,Apache County,Arizona,29001320728,54152352,3.44,71522,2.466163547,25.1,25.9,34.6,35.39465006,-109.4892383,35.5,2930,128,4096.641593,178.9659126,4.368600683
97,97,4003,Cochise County,Arizona,15966170808,137020196,2.38,126279,7.909160031,7.8,16.7,15.6,31.87934684,-109.7516088,16.6,1399,42,1107.864332,33.25968688,3.002144389
98,98,4005,Coconino County,Arizona,48222143094,110123852,2.68,140217,2.907730578,11.2,9.7,18.1,35.83883429,-111.7707178,17.6,2870,112,2046.827418,79.8761919,3.902439024
99,99,4007,Gila County,Arizona,12323152727,97113523,2.42,53400,4.333306678,10,15.6,17.9,33.80190085,-110.8132779,21.6,703,21,1316.479401,39.3258427,2.987197724
100,100,4009,Graham County,Arizona,11972737302,47477716,3.12,37879,3.163771078,6.9,14.6,21.8,32.93166885,-109.8882178,22.6,396,6,1045.434146,15.8399113,1.515151515
101,101,4011,Greenlee County,Arizona,4770701075,13750464,2.92,9504,1.992160031,4.6,8.6,11.3,33.21498827,-109.2405279,13.3,54,1,568.1818182,10.52188552,1.851851852
102,102,4012,La Paz County,Arizona,11653985203,36563337,2.3,20701,1.776302238,14.7,15.7,23.3,33.72854224,-113.9810029,22.4,463,9,2236.606927,43.47616057,1.943844492
103,103,4013,Maricopa County,Arizona,23825949527,64236947,2.76,4253913,178.541174,10.6,9.4,12.1,33.34835867,-112.4918154,13.8,109988,1807,2585.572389,42.47853682,1.642906499
104,104,4015,Mohave County,Arizona,34475503959,387309657,2.37,206064,5.977113496,8.9,14.5,14.4,35.70471703,-113.7577902,16.4,2725,136,1322.40469,65.99891296,4.990825688
105,105,4017,Navajo County,Arizona,25770094216,24078113,3.08,108705,4.218261644,13.2,21.7,25.3,35.3997715,-110.3218983,27.9,5079,178,4672.278184,163.7459179,3.504626895
106,106,4019,Pima County,Arizona,23794796847,5251370,2.47,1019722,42.8548311,9.2,13,15.4,32.0971334,-111.7890033,16.8,15109,418,1481.67834,40.99156437,2.766562976
107,107,4021,Pinal County,Arizona,13897458216,22344375,2.86,419721,30.20127807,8.8,11.5,12.6,32.90525627,-111.3449483,13.2,7561,122,1801.434763,29.06692779,1.613543182
108,108,4023,Santa Cruz County,Arizona,3203613240,3088046,2.99,46584,14.54108112,10.2,25.8,22.2,31.52508998,-110.8479088,23.3,2517,49,5403.14271,105.1863301,1.946762018
109,109,4025,Yavapai County,Arizona,21039796371,11501576,2.29,224645,10.67714706,9.8,8.6,12.2,34.59933926,-112.5538588,13,1599,54,711.7897127,24.03792651,3.377110694
110,110,4027,Yuma County,Arizona,14281127830,13326079,2.79,207829,14.55270217,12.7,18.5,18.5,32.76895712,-113.9066674,19.4,10434,221,5020.473562,106.3374216,2.118075522
111,111,5001,Arkansas County,Arkansas,2560886962,116504001,2.33,18124,7.077235454,6.8,16.4,19.1,34.29145151,-91.37277296,17.3,168,1,926.9476937,5.517545796,0.595238095
112,112,5003,Ashley County,Arkansas,2396662506,39297497,2.57,20537,8.568999577,7.8,16.3,18.3,33.19153461,-91.7698471,16.7,187,4,910.5516872,19.47704144,2.139037433
113,113,5005,Baxter County,Arkansas,1435438304,84171718,2.22,41219,28.71527107,5.2,8.4,12.7,36.28784385,-92.33782872,13.1,56,0,135.8596764,0,0
114,114,5007,Benton County,Arkansas,2195165155,94161968,2.72,258980,117.9774558,8.9,4.9,9.3,36.33644656,-94.25680817,9.4,4263,35,1646.073056,13.51455711,0.821018062
115,115,5009,Boone County,Arkansas,1528068629,31092612,2.47,37288,24.40204536,6.9,13,14.2,36.3084504,-93.09374925,14.7,118,1,316.4556962,2.681827934,0.847457627
116,116,5011,Bradley County,Arkansas,1681514472,9532926,2.37,10948,6.510797369,11,21.1,19.1,33.46755808,-92.15980837,20.5,120,2,1096.09061,18.26817684,1.666666667
117,117,5013,Calhoun County,Arkansas,1627975429,9926146,2.61,5202,3.195379922,9.3,8.4,13.6,33.55598792,-92.49974403,13.4,9,0,173.0103806,0,0
118,118,5015,Carroll County,Arkansas,1631600824,22431173,2.47,27887,17.09180309,11.1,6.7,14.5,36.3403856,-93.54270261,14.8,325,6,1165.417578,21.51540144,1.846153846
119,119,5017,Chicot County,Arkansas,1668823389,120315321,2.35,10826,6.48720534,9.3,23.4,29.1,33.26458973,-91.29539209,28.9,325,4,3002.032145,36.94808794,1.230769231
120,120,5019,Clark County,Arkansas,2243130281,43387661,2.31,22385,9.979357949,8.5,12.8,20.3,34.04613432,-93.17484713,20.3,138,0,616.4842528,0,0
121,121,5021,Clay County,Arkansas,1656214473,5097734,2.32,15061,9.093629023,6.5,16.6,22.8,36.36826212,-90.4148172,21.1,103,4,683.8855322,26.55866144,3.883495146
122,122,5023,Cleburne County,Arkansas,1434168144,98893719,2.32,25230,17.5920795,8.2,8.2,13.4,35.53864922,-92.02640019,14,175,5,693.6187079,19.81767737,2.857142857
123,123,5025,Cleveland County,Arkansas,1548253400,2500196,2.47,8226,5.313083763,5.5,14,15.4,33.89723187,-92.18537045,18.4,61,1,741.5511792,12.15657671,1.639344262
124,124,5027,Columbia County,Arkansas,1983889572,1990757,2.47,23892,12.04300901,7.1,18.1,24.5,33.21230701,-93.22642793,25,166,5,694.7932362,20.92750712,3.012048193
125,125,5029,Conway County,Arkansas,1430333634,37328676,2.44,20906,14.61617031,6.8,13.4,17.1,35.26205537,-92.70506566,17.6,122,3,583.5645269,14.34994738,2.459016393
126,126,5031,Craighead County,Arkansas,1831867052,14069451,2.5,105701,57.70123977,8.8,12.7,15.8,35.83018283,-90.63235729,16.6,969,9,916.7368331,8.51458359,0.92879257
127,127,5033,Crawford County,Arkansas,1531188213,31076496,2.61,62472,40.79968711,8.1,12.1,16.5,35.58928601,-94.2446814,17.2,464,3,742.7327443,4.802151364,0.646551724
128,128,5035,Crittenden County,Arkansas,1580755093,67432628,2.58,49013,31.00606806,8.4,19.6,18.8,35.21247318,-90.30839406,22.2,1100,16,2244.302532,32.64440047,1.454545455
129,129,5037,Cross County,Arkansas,1596421809,15344835,2.51,16998,10.64756188,7.7,12.8,17.3,35.29631396,-90.77185818,15.4,151,1,888.3398047,5.883045064,0.662251656
130,130,5039,Dallas County,Arkansas,1728522506,1864048,2.22,7432,4.299625822,6.5,16.4,19.5,33.97042763,-92.65167437,14.7,48,0,645.8557589,0,0
131,131,5041,Desha County,Arkansas,1989461629,133085432,2.31,11887,5.974983295,6.3,27.5,26.4,33.83011025,-91.25500948,29.1,129,1,1085.219147,8.412551527,0.775193798
132,132,5043,Drew County,Arkansas,2145434144,18914034,2.49,18502,8.623895565,5.5,12.7,20.9,33.59035001,-91.71777921,18.8,143,2,772.8894174,10.8096422,1.398601399
133,133,5045,Faulkner County,Arkansas,1678154687,41787768,2.67,122416,72.94679147,8.8,9.3,17.6,35.14719007,-92.33717519,16.7,1081,4,883.0545027,3.267546726,0.370027752
134,134,5047,Franklin County,Arkansas,1576914320,27952005,2.56,17780,11.27518456,5.5,16.7,22.9,35.51202821,-93.89299569,23,83,1,466.8166479,5.624296963,1.204819277
135,135,5049,Fulton County,Arkansas,1601111507,5526928,2.39,12139,7.581608118,12.1,14.2,21.6,36.38177105,-91.81729127,20.7,23,0,189.4719499,0,0
136,136,5051,Garland County,Arkansas,1755290360,147383937,2.41,98296,55.99985179,10.5,11.8,17.2,34.57692074,-93.14921604,18.6,695,5,707.0480996,5.086676976,0.71942446
137,137,5053,Grant County,Arkansas,1636384325,2896901,2.64,18086,11.05241582,4.8,10.6,14.3,34.29017991,-92.42320562,14.5,115,0,635.8509344,0,0
138,138,5055,Greene County,Arkansas,1496205817,4789586,2.6,44623,29.82410541,7.7,16,16.3,36.1173546,-90.55832668,16.4,230,1,515.4292629,2.240996795,0.434782609
139,139,5057,Hempstead County,Arkansas,1884268205,35372110,2.72,22018,11.68517302,9.1,12.4,19.5,33.73325583,-93.66935133,22.7,174,2,790.2625125,9.083477155,1.149425287
140,140,5059,Hot Spring County,Arkansas,1593380758,18038344,2.54,33520,21.03703075,7.1,14.6,17.5,34.31709259,-92.95396325,18,1402,4,4182.577566,11.93317422,0.285306705
141,141,5061,Howard County,Arkansas,1524380365,17475611,2.59,13389,8.78324092,8.6,16.9,20.1,34.09007427,-93.9934871,19.4,246,2,1837.329151,14.93763537,0.81300813
142,142,5063,Independence County,Arkansas,1978631568,19593589,2.54,37264,18.83321817,8.7,10.8,15.2,35.74242707,-91.57001641,16.7,233,0,625.2683555,0,0
143,143,5065,Izard County,Arkansas,1503683622,8913817,2.5,13559,9.017189389,6.2,11.7,15.2,36.09604046,-91.90847954,15.1,34,1,250.7559555,7.37517516,2.941176471
144,144,5067,Jackson County,Arkansas,1641853231,19623382,2.33,17225,10.49119353,7.7,21,21.6,35.59802983,-91.21494602,24.4,54,1,313.4978229,5.805515239,1.851851852
145,145,5069,Jefferson County,Arkansas,2253242466,113431088,2.39,70424,31.2545148,6.8,18.8,21.6,34.26767081,-91.92619839,22.2,1204,36,1709.644439,51.11893673,2.990033223
146,146,5071,Johnson County,Arkansas,1709103303,59195660,2.6,26291,15.38292036,11.1,14.2,20.7,35.56759135,-93.46036368,22.7,585,0,2225.09604,0,0
147,147,5073,Lafayette County,Arkansas,1368278177,43469442,2.37,6915,5.053796893,8.2,16.3,24,33.24116713,-93.60677071,25.9,47,2,679.681851,28.92263196,4.255319149
148,148,5075,Lawrence County,Arkansas,1521880769,12286149,2.47,16669,10.95289483,6.6,15.3,16.5,36.04188196,-91.10867198,15.6,158,9,947.8672986,53.99244106,5.696202532
149,149,5077,Lee County,Arkansas,1560781754,43720909,2.31,9398,6.021341533,7.2,24.6,26.8,34.78498904,-90.78383866,22.1,876,6,9321.132156,63.84337093,0.684931507
150,150,5079,Lincoln County,Arkansas,1454438338,27514923,2.34,13695,9.416005919,7.4,14.6,18.9,33.95317155,-91.74002806,20,1152,11,8411.829135,80.32128514,0.954861111
151,151,5081,Little River County,Arkansas,1378511384,84225311,2.25,12417,9.007542588,6.2,14.7,15,33.70375665,-94.23468591,16.1,82,1,660.3849561,8.053475074,1.219512195
152,152,5083,Logan County,Arkansas,1834027338,60685578,2.5,21757,11.86296384,6.6,14.2,17.4,35.21413234,-93.71951016,18.7,127,0,583.720182,0,0
153,153,5085,Lonoke County,Arkansas,1996628038,82740476,2.66,72206,36.16397177,7.6,11.1,11.9,34.75392199,-91.88742357,12.2,356,2,493.0338199,2.769852921,0.561797753
154,154,5087,Madison County,Arkansas,2160707852,7318191,2.58,16076,7.440154385,10.3,11.3,16.9,36.01038185,-93.72524943,17.4,246,1,1530.231401,6.220452849,0.406504065
155,155,5089,Marion County,Arkansas,1546109517,112285683,2.44,16438,10.63184711,5.7,11.4,18.7,36.26844485,-92.68451899,18.2,18,0,109.5023726,0,0
156,156,5091,Miller County,Arkansas,1620628512,30875055,2.53,43759,27.00125271,9.4,12.4,19.8,33.31403423,-93.89285258,20.1,423,3,966.6582874,6.855732535,0.709219858
157,157,5093,Mississippi County,Arkansas,2332480077,49826384,2.49,42831,18.36285781,7.4,20.7,22.5,35.76271485,-90.0519437,24.3,553,8,1291.120917,18.67806028,1.446654611
158,158,5095,Monroe County,Arkansas,1572480981,36694911,2.16,7249,4.609912671,8.9,22.3,24.8,34.6815935,-91.20540287,27.1,46,0,634.5702856,0,0
159,159,5097,Montgomery County,Arkansas,2019823598,52913893,2.35,8993,4.452369013,10.2,16.2,20.4,34.53704874,-93.65824478,21.3,22,0,244.6347159,0,0
160,160,5099,Nevada County,Arkansas,1600192986,7254361,2.5,8440,5.274363826,9.4,19,23.1,33.66340119,-93.30632432,23.1,126,8,1492.890995,94.78672986,6.349206349
161,161,5101,Newton County,Arkansas,2126144031,5930175,2.68,7848,3.691189254,5,14.1,20.5,35.91947491,-93.21612969,15.8,85,0,1083.078491,0,0
162,162,5103,Ouachita County,Arkansas,1897898730,18050431,2.36,24106,12.70141532,7.1,16.3,23.8,33.58839816,-92.87795984,23.2,68,1,282.0874471,4.14834481,1.470588235
